"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",133.459465016357,-1.16956346249525,2.0111793215481,-0.5815311692818,0.560882517416417,0.99988601171724
"ENSG00000000005",0,NA,NA,NA,NA,NA
"ENSG00000000419",61.0025220002976,0.645215506985362,1.74593427175033,0.369553148377415,0.711715465555292,0.99988601171724
"ENSG00000000457",3.3444918272499,3.08356868621519,3.87375840394069,0.796014713534622,0.426023483426406,NA
"ENSG00000000460",57.4506185843874,-3.23579488933078,2.4405651282148,-1.325838369123,0.184893240806056,0.898652485435313
"ENSG00000000938",0,NA,NA,NA,NA,NA
"ENSG00000000971",65.486080295482,0.615841804620158,1.81173787635115,0.33991771804234,0.733918493224252,0.99988601171724
"ENSG00000001036",9.22996720941987,-0.695920736685264,2.57754214145559,-0.269993931619005,0.787164922166912,NA
"ENSG00000001084",219.162185239491,0.0457481600954033,1.82506551314164,0.0250665851532382,0.980001852987697,0.99988601171724
"ENSG00000001167",8.25389308365664,6.38378002143878,3.41815650818794,1.86760904778553,0.0618165843608052,NA
"ENSG00000001460",7.50039161688243,-0.929597912262249,3.16659293811108,-0.293564070415937,0.769091034244361,NA
"ENSG00000001461",22.0849329730414,0.943571972818503,2.08054607727506,0.453521305355718,0.650173405381228,0.99988601171724
"ENSG00000001497",42.6589300357487,0.397246164567025,2.1411774797551,0.185526967438711,0.852815730449965,0.99988601171724
"ENSG00000001561",0,NA,NA,NA,NA,NA
"ENSG00000001617",0,NA,NA,NA,NA,NA
"ENSG00000001626",0,NA,NA,NA,NA,NA
"ENSG00000001629",112.796828122511,1.37033604318947,2.46573425012038,0.555751717007854,0.578380596639399,0.99988601171724
"ENSG00000001630",263.565784150224,-0.356801975455501,1.67221695603627,-0.213370624049432,0.83103789153057,0.99988601171724
"ENSG00000001631",46.8985638208169,-0.725050434254285,1.79739624005725,-0.403389312882502,0.686661847520687,0.99988601171724
"ENSG00000002016",1.84900550395442,-0.241400079268751,4.47974053098305,-0.0538870672529281,0.957025140531971,NA
"ENSG00000002330",0.389283652777704,-2.06981017567233,4.94574703873113,-0.418503040989203,0.675579363633203,NA
"ENSG00000002549",37.1599142019703,-0.925091947037966,1.91437162686408,-0.483235299800882,0.62892867375983,0.99988601171724
"ENSG00000002587",3.17170308530474,-0.960626921287538,3.79513385208839,-0.2531206957981,0.800174946584792,NA
"ENSG00000002726",0,NA,NA,NA,NA,NA
"ENSG00000002745",6.22853844444326,-6.18502597453171,3.63499444968269,-1.70152281114806,0.0888448581031443,NA
"ENSG00000002746",0.538758591624837,-0.783951257246729,4.96080178197277,-0.158029143614558,0.874433833971282,NA
"ENSG00000002822",0.73880204361805,2.85080554943882,4.86109421964509,0.586453465130935,0.557570824457769,NA
"ENSG00000002834",11.2895697519403,-0.643912571655312,2.74900282207419,-0.234234962032329,0.814802574101898,NA
"ENSG00000002919",16.097519330577,-1.86761368728753,2.07357302683654,-0.900674180806053,0.367761580409066,NA
"ENSG00000002933",0,NA,NA,NA,NA,NA
"ENSG00000003056",93.6467882876981,1.89856959885688,1.7656274888768,1.07529454022301,0.28224287984872,0.99988601171724
"ENSG00000003096",51.0314519567883,2.68060847347917,2.7057796603368,0.990697251802648,0.321833433421466,0.99988601171724
"ENSG00000003137",0.389283652777704,-2.06981017567233,4.94574703873113,-0.418503040989203,0.675579363633204,NA
"ENSG00000003147",0,NA,NA,NA,NA,NA
"ENSG00000003249",0,NA,NA,NA,NA,NA
"ENSG00000003393",77.1734579064941,-0.859963598062511,2.12095333896506,-0.405460875665534,0.685138771543141,0.99988601171724
"ENSG00000003400",5.90486201800899,-2.13311567053203,2.60570746354826,-0.818632060725384,0.412996369319485,NA
"ENSG00000003402",42.2206707372318,1.09477371177209,2.02088630750607,0.541729491513614,0.588004870193354,0.99988601171724
"ENSG00000003436",44.7707707710554,1.60181776918968,1.95230607661434,0.820474713661458,0.411945538539909,0.99988601171724
"ENSG00000003509",2.33570191666622,-4.76541867731897,4.64846808926587,-1.02515895254248,0.305288192747279,NA
"ENSG00000003756",43.1721298687693,6.86543478327383,2.22856826601276,3.08064818474558,0.00206550545953315,0.104991197832088
"ENSG00000003987",0,NA,NA,NA,NA,NA
"ENSG00000003989",4.68977277244923,-5.79455472747245,3.81060526902258,-1.52063893223943,0.128350471224905,NA
"ENSG00000004059",25.849835832133,-0.179447949492619,2.11737860006801,-0.0847500534325112,0.932460102190987,0.99988601171724
"ENSG00000004139",0,NA,NA,NA,NA,NA
"ENSG00000004142",2.67942330616991,0.985858190245754,3.65130955320867,0.270001262801563,0.787159282098867,NA
"ENSG00000004399",0,NA,NA,NA,NA,NA
"ENSG00000004455",52.3275707267817,0.546423050246916,1.97773130069872,0.276287810206507,0.782327017724459,0.99988601171724
"ENSG00000004468",0.73880204361805,2.85080554943882,4.86109421964509,0.586453465130934,0.557570824457769,NA
"ENSG00000004478",9.2675290763864,6.55030952313233,3.35883175659792,1.95017494111315,0.0511552714710708,NA
"ENSG00000004487",122.753688523081,-1.54124056297296,1.96862220978948,-0.782903167153526,0.433683977518333,0.99988601171724
"ENSG00000004534",21.0040389307105,1.36500722827431,1.9577105406693,0.697246707272486,0.485648413258411,0.99988601171724
"ENSG00000004660",12.8078988715934,0.820940972347719,2.15271206806716,0.381351962728955,0.702942100780513,NA
"ENSG00000004700",62.7030469295472,1.82293211909859,2.24986555259015,0.810240468369295,0.417801982943433,0.99988601171724
"ENSG00000004766",17.5725799910651,3.17315509656878,2.43181972973991,1.30484799418424,0.19194461278101,0.9117811375791
"ENSG00000004776",0,NA,NA,NA,NA,NA
"ENSG00000004777",0,NA,NA,NA,NA,NA
"ENSG00000004779",8.53430679374304,0.382260117613444,2.31336123218724,0.165240132969646,0.868754977875046,NA
"ENSG00000004799",0,NA,NA,NA,NA,NA
"ENSG00000004809",0,NA,NA,NA,NA,NA
"ENSG00000004838",0,NA,NA,NA,NA,NA
"ENSG00000004846",3.16850681959225,0.573151364376715,3.48420951730018,0.164499683940028,0.869337795537888,NA
"ENSG00000004848",0,NA,NA,NA,NA,NA
"ENSG00000004864",9.0485101392476,1.76706412798619,2.55758741863253,0.690910549181146,0.489621756294082,NA
"ENSG00000004866",12.6728878976463,-2.75665451437877,2.14738117915654,-1.28372854392881,0.199236953363645,NA
"ENSG00000004897",134.03540773541,-8.79611475481954,2.15394542485284,-4.08372220267396,4.43200095470937e-05,0.0190354441004767
"ENSG00000004939",0.57922056727415,2.59148882574068,4.87577736485983,0.531502698301562,0.595070471969295,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",0,NA,NA,NA,NA,NA
"ENSG00000004975",0,NA,NA,NA,NA,NA
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",0.724025709092687,2.9045912427965,4.85835333312037,0.597855084560302,0.549936631821288,NA
